;name;set_name;cmc;power;toughness;oracle_text
16853;Will-o'-the-Wisp;Fourth Edition Foreign Black Border;1.0;0;1;"Flying (This creature can't be blocked except by creatures with flying or reach.)
{B}: Regenerate Will-o'-the-Wisp. (The next time this creature would be destroyed this turn, instead tap it, remove it from combat, and heal all damage on it.)"
16854;Xenic Poltergeist;Fourth Edition Foreign Black Border;3.0;1;1;{T}: Until your next upkeep, target noncreature artifact becomes an artifact creature with power and toughness each equal to its mana value.
16855;Zombie Master;Fourth Edition Foreign Black Border;3.0;2;3;"Other Zombie creatures have swampwalk. (They can't be blocked as long as defending player controls a Swamp.)
Other Zombies have ""{B}: Regenerate this permanent."""
16856;Ali Baba;Fourth Edition Foreign Black Border;1.0;1;1;{R}: Tap target Wall.
16857;Ball Lightning;Fourth Edition Foreign Black Border;3.0;6;1;"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Haste (This creature can attack and {T} as soon as it comes under your control.)
At the beginning of the end step, sacrifice this creature."
16858;Bird Maiden;Fourth Edition Foreign Black Border;3.0;1;2;Flying
16859;Brothers of Fire;Fourth Edition Foreign Black Border;3.0;2;2;{1}{R}{R}: Brothers of Fire deals 1 damage to any target and 1 damage to you.
16860;Cave People;Fourth Edition Foreign Black Border;3.0;1;4;"Whenever Cave People attacks, it gets +1/-2 until end of turn.
{1}{R}{R}, {T}: Target creature gains mountainwalk until end of turn. (It can't be blocked as long as defending player controls a Mountain.)"
16861;Crimson Manticore;Fourth Edition Foreign Black Border;4.0;2;2;"Flying
{R}, {T}: Crimson Manticore deals 1 damage to target attacking or blocking creature."
16862;Dragon Whelp;Fourth Edition Foreign Black Border;4.0;2;3;"Flying
{R}: Dragon Whelp gets +1/+0 until end of turn. If this ability has been activated four or more times this turn, sacrifice Dragon Whelp at the beginning of the next end step."
16863;Dwarven Warriors;Fourth Edition Foreign Black Border;3.0;1;1;{T}: Target creature with power 2 or less can't be blocked this turn.
16864;Earth Elemental;Fourth Edition Foreign Black Border;5.0;4;5;
16865;Fire Elemental;Fourth Edition Foreign Black Border;5.0;5;4;
16866;Goblin Balloon Brigade;Fourth Edition Foreign Black Border;1.0;1;1;{R}: Goblin Balloon Brigade gains flying until end of turn.
16867;Goblin King;Fourth Edition Foreign Black Border;3.0;2;2;Other Goblins get +1/+1 and have mountainwalk.
16868;Goblin Rock Sled;Fourth Edition Foreign Black Border;2.0;3;1;"Trample
Goblin Rock Sled doesn't untap during your untap step if it attacked during your last turn.
Goblin Rock Sled can't attack unless defending player controls a Mountain."
16869;Gray Ogre;Fourth Edition Foreign Black Border;3.0;2;2;
16870;Hill Giant;Fourth Edition Foreign Black Border;4.0;3;3;
16871;Hurloon Minotaur;Fourth Edition Foreign Black Border;3.0;2;3;
16872;Hurr Jackal;Fourth Edition Foreign Black Border;1.0;1;1;{T}: Target creature can't be regenerated this turn.
16873;Ironclaw Orcs;Fourth Edition Foreign Black Border;2.0;2;2;Ironclaw Orcs can't block creatures with power 2 or greater.
16874;Keldon Warlord;Fourth Edition Foreign Black Border;4.0;*;*;Keldon Warlord's power and toughness are each equal to the number of non-Wall creatures you control.
16875;Mons's Goblin Raiders;Fourth Edition Foreign Black Border;1.0;1;1;
16876;Orcish Artillery;Fourth Edition Foreign Black Border;3.0;1;3;{T}: Orcish Artillery deals 2 damage to any target and 3 damage to you.
16877;Shivan Dragon;Fourth Edition Foreign Black Border;6.0;5;5;"Flying
{R}: This creature gets +1/+0 until end of turn."
16878;Sisters of the Flame;Fourth Edition Foreign Black Border;3.0;2;2;{T}: Add {R}.
16879;Stone Giant;Fourth Edition Foreign Black Border;4.0;3;4;{T}: Target creature you control with toughness less than Stone Giant's power gains flying until end of turn. Destroy that creature at the beginning of the next end step.
16880;Tempest Efreet;Fourth Edition Foreign Black Border;4.0;3;3;"Remove Tempest Efreet from your deck before playing if you're not playing for ante.
{T}, Sacrifice Tempest Efreet: Target opponent may pay 10 life. If that player doesn't, they reveal a card at random from their hand. Exchange ownership of the revealed card and Tempest Efreet. Put the revealed card into your hand and Tempest Efreet from anywhere into that player's graveyard. This change in ownership is permanent."
16881;Uthden Troll;Fourth Edition Foreign Black Border;3.0;2;2;{R}: Regenerate Uthden Troll.
16882;Wall of Dust;Fourth Edition Foreign Black Border;3.0;1;4;"Defender (This creature can't attack.)
Whenever Wall of Dust blocks a creature, that creature can't attack during its controller's next turn."
16883;Wall of Fire;Fourth Edition Foreign Black Border;3.0;0;5;"Defender (This creature can't attack.)
{R}: Wall of Fire gets +1/+0 until end of turn."
16884;Wall of Stone;Fourth Edition Foreign Black Border;3.0;0;8;Defender (This creature can't attack.)
16885;Birds of Paradise;Fourth Edition Foreign Black Border;1.0;0;1;"Flying
{T}: Add one mana of any color."
16886;Carnivorous Plant;Fourth Edition Foreign Black Border;4.0;4;5;Defender
16887;Cockatrice;Fourth Edition Foreign Black Border;5.0;2;4;"Flying
Whenever Cockatrice blocks or becomes blocked by a non-Wall creature, destroy that creature at end of combat."
16888;Craw Wurm;Fourth Edition Foreign Black Border;6.0;6;4;
16889;Durkwood Boars;Fourth Edition Foreign Black Border;5.0;4;4;
16890;Elven Riders;Fourth Edition Foreign Black Border;5.0;3;3;Elven Riders can't be blocked except by Walls and/or creatures with flying.
16891;Elvish Archers;Fourth Edition Foreign Black Border;2.0;2;1;First strike
16892;Force of Nature;Fourth Edition Foreign Black Border;6.0;8;8;"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
At the beginning of your upkeep, Force of Nature deals 8 damage to you unless you pay {G}{G}{G}{G}."
16893;Fungusaur;Fourth Edition Foreign Black Border;4.0;2;2;Whenever Fungusaur is dealt damage, put a +1/+1 counter on it.
16894;Gaea's Liege;Fourth Edition Foreign Black Border;6.0;*;*;"As long as Gaea's Liege isn't attacking, its power and toughness are each equal to the number of Forests you control. As long as Gaea's Liege is attacking, its power and toughness are each equal to the number of Forests defending player controls.
{T}: Target land becomes a Forest until Gaea's Liege leaves the battlefield."
16895;Giant Spider;Fourth Edition Foreign Black Border;4.0;2;4;Reach (This creature can block creatures with flying.)
16896;Grizzly Bears;Fourth Edition Foreign Black Border;2.0;2;2;
16897;Ironroot Treefolk;Fourth Edition Foreign Black Border;5.0;3;5;
16898;Killer Bees;Fourth Edition Foreign Black Border;3.0;0;1;"Flying
{G}: Killer Bees gets +1/+1 until end of turn."
16899;Land Leeches;Fourth Edition Foreign Black Border;3.0;2;2;First strike
16900;Ley Druid;Fourth Edition Foreign Black Border;3.0;1;1;{T}: Untap target land.
16901;Llanowar Elves;Fourth Edition Foreign Black Border;1.0;1;1;{T}: Add {G}.
16902;Marsh Viper;Fourth Edition Foreign Black Border;4.0;1;2;Whenever Marsh Viper deals damage to a player, that player gets two poison counters. (A player with ten or more poison counters loses the game.)
16903;Nafs Asp;Fourth Edition Foreign Black Border;1.0;1;1;Whenever Nafs Asp deals damage to a player, that player loses 1 life at the beginning of their next draw step unless they pay {1} before that draw step.
16904;Pradesh Gypsies;Fourth Edition Foreign Black Border;3.0;1;1;{1}{G}, {T}: Target creature gets -2/-0 until end of turn.
16905;Radjan Spirit;Fourth Edition Foreign Black Border;4.0;3;2;{T}: Target creature loses flying until end of turn.
16906;Scryb Sprites;Fourth Edition Foreign Black Border;1.0;1;1;Flying
16907;Shanodin Dryads;Fourth Edition Foreign Black Border;1.0;1;1;Forestwalk (This creature can't be blocked as long as defending player controls a Forest.)
16908;Thicket Basilisk;Fourth Edition Foreign Black Border;5.0;2;4;Whenever Thicket Basilisk blocks or becomes blocked by a non-Wall creature, destroy that creature at end of combat.
16909;Timber Wolves;Fourth Edition Foreign Black Border;1.0;1;1;Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
16910;Verduran Enchantress;Fourth Edition Foreign Black Border;3.0;0;2;Whenever you cast an enchantment spell, you may draw a card.
16911;Wall of Brambles;Fourth Edition Foreign Black Border;3.0;2;3;"Defender (This creature can't attack.)
{G}: Regenerate Wall of Brambles."
16912;Wall of Ice;Fourth Edition Foreign Black Border;3.0;0;7;Defender (This creature can't attack.)
16913;Wall of Wood;Fourth Edition Foreign Black Border;1.0;0;3;Defender (This creature can't attack.)
16914;War Mammoth;Fourth Edition Foreign Black Border;4.0;3;3;Trample
16915;Whirling Dervish;Fourth Edition Foreign Black Border;2.0;1;1;"Protection from black
At the beginning of each end step, if Whirling Dervish dealt damage to an opponent this turn, put a +1/+1 counter on it."
16916;Battering Ram;Fourth Edition Foreign Black Border;2.0;1;1;"At the beginning of combat on your turn, Battering Ram gains banding until end of combat. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's blocking.)
Whenever Battering Ram becomes blocked by a Wall, destroy that Wall at end of combat."
16917;Brass Man;Fourth Edition Foreign Black Border;1.0;1;3;"Brass Man doesn't untap during your untap step.
At the beginning of your upkeep, you may pay {1}. If you do, untap Brass Man."
16918;Clay Statue;Fourth Edition Foreign Black Border;4.0;3;1;{2}: Regenerate Clay Statue.
16919;Clockwork Avian;Fourth Edition Foreign Black Border;5.0;0;4;"Flying
Clockwork Avian enters with four +1/+0 counters on it.
At end of combat, if Clockwork Avian attacked or blocked this combat, remove a +1/+0 counter from it.
{X}, {T}: Put up to X +1/+0 counters on Clockwork Avian. This ability can't cause the total number of +1/+0 counters on Clockwork Avian to be greater than four. Activate only during your upkeep."
16920;Clockwork Beast;Fourth Edition Foreign Black Border;6.0;0;4;"Clockwork Beast enters with seven +1/+0 counters on it.
At end of combat, if Clockwork Beast attacked or blocked this combat, remove a +1/+0 counter from it.
{X}, {T}: Put up to X +1/+0 counters on Clockwork Beast. This ability can't cause the total number of +1/+0 counters on Clockwork Beast to be greater than seven. Activate only during your upkeep."
16921;Colossus of Sardia;Fourth Edition Foreign Black Border;9.0;9;9;"Trample (This creature can deal excess combat damage to the player or planeswalker it's attacking.)
Colossus of Sardia doesn't untap during your untap step.
{9}: Untap Colossus of Sardia. Activate only during your upkeep."
16922;Dancing Scimitar;Fourth Edition Foreign Black Border;4.0;1;5;Flying (This creature can't be blocked except by creatures with flying or reach.)
16923;Diabolic Machine;Fourth Edition Foreign Black Border;7.0;4;4;{3}: Regenerate Diabolic Machine.
16924;Dragon Engine;Fourth Edition Foreign Black Border;3.0;1;3;{2}: Dragon Engine gets +1/+0 until end of turn.
16925;Grapeshot Catapult;Fourth Edition Foreign Black Border;4.0;2;3;{T}: Grapeshot Catapult deals 1 damage to target creature with flying.
16926;Mishra's War Machine;Fourth Edition Foreign Black Border;7.0;5;5;"Banding (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
At the beginning of your upkeep, Mishra's War Machine deals 3 damage to you unless you discard a card. If Mishra's War Machine deals damage to you this way, tap it."
16927;Obsianus Golem;Fourth Edition Foreign Black Border;6.0;4;6;
16928;Onulet;Fourth Edition Foreign Black Border;3.0;2;2;When Onulet dies, you gain 2 life.
16929;Ornithopter;Fourth Edition Foreign Black Border;0.0;0;2;Flying
16930;Primal Clay;Fourth Edition Foreign Black Border;4.0;*;*;As Primal Clay enters, it becomes your choice of a 3/3 artifact creature, a 2/2 artifact creature with flying, or a 1/6 Wall artifact creature with defender in addition to its other types. (A creature with defender can't attack.)
16931;Shapeshifter;Fourth Edition Foreign Black Border;6.0;*;7-*;"As Shapeshifter enters, choose a number between 0 and 7.
At the beginning of your upkeep, you may choose a number between 0 and 7.
Shapeshifter's power is equal to the last chosen number and its toughness is equal to 7 minus that number."
16932;Tetravus;Fourth Edition Foreign Black Border;6.0;1;1;"Flying
Tetravus enters with three +1/+1 counters on it.
At the beginning of your upkeep, you may remove any number of +1/+1 counters from Tetravus. If you do, create that many 1/1 colorless Tetravite artifact creature tokens. They each have flying and ""This creature can't be enchanted.""
At the beginning of your upkeep, you may exile any number of tokens created with Tetravus. If you do, put that many +1/+1 counters on Tetravus."
16933;Triskelion;Fourth Edition Foreign Black Border;6.0;1;1;"Triskelion enters with three +1/+1 counters on it.
Remove a +1/+1 counter from Triskelion: It deals 1 damage to any target."
16934;Urza's Avenger;Fourth Edition Foreign Black Border;6.0;4;4;{0}: Urza's Avenger gets -1/-1 and gains your choice of banding, flying, first strike, or trample until end of turn. (Any creatures with banding, and up to one without, can attack in a band. Bands are blocked as a group. If any creatures with banding you control are blocking or being blocked by a creature, you divide that creature's combat damage, not its controller, among any of the creatures it's being blocked by or is blocking.)
16935;Wall of Spears;Fourth Edition Foreign Black Border;3.0;2;3;"Defender (This creature can't attack.)
First strike"
